name,team,total_points,position,goals_scored,assists,clean_sheets,yellow_cards,red_cards,goals_conceded,own_goals,penalties_missed,penalties_saved,saves,bonus_points,value_first_gw,team_strength,team_strength_overall_home,team_strength_overall_away,team_strength_attack_home,team_strength_attack_away,team_strength_defence_home,team_strength_defence_away,season
Konstantinos Tsimikas,Liverpool,48,DEF,0,3,4,0,0,7,0,0,0,0,4,45,4.0,1240.0,1370.0,1210.0,1350.0,1270.0,1390.0,2023-24
Albert Sambi Lokonga,Luton,47,MID,1,3,2,4,0,31,0,0,0,0,4,50,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Aaron Wan-Bissaka,Man Utd,47,DEF,0,2,3,4,0,34,0,0,0,0,5,45,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Charlie Taylor,Burnley,47,DEF,1,1,2,8,0,46,0,0,0,0,1,40,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Giovani Lo Celso,Spurs,47,MID,2,2,1,2,0,12,0,0,0,0,6,50,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Arijanet Muric,Burnley,47,GK,0,0,0,0,0,16,1,0,1,64,12,45,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Antony Matheus dos Santos,Man Utd,47,MID,1,1,3,5,0,26,0,0,0,0,0,70,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Harrison Reed,Fulham,47,MID,0,2,6,6,0,23,0,0,0,0,0,50,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Jamaal Lascelles,Newcastle,46,DEF,1,0,5,4,0,15,0,0,0,0,3,40,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Tino Livramento,Newcastle,45,DEF,1,0,2,1,0,27,0,0,0,0,4,45,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Olu Aina,Nott'm Forest,45,DEF,1,1,2,3,0,39,0,0,0,0,2,45,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Mikkel Damsgaard,Brentford,45,MID,0,4,5,2,0,9,0,0,0,0,0,50,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Joelinton Cássio Apolinário de Lira,Newcastle,45,MID,2,1,3,6,0,23,0,0,0,0,3,60,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Yves Bissouma,Spurs,44,MID,0,0,7,8,2,35,0,0,0,0,0,50,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Raphaël Varane,Man Utd,44,DEF,1,0,3,2,0,23,0,0,0,0,2,50,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Lewis Miley,Newcastle,44,MID,1,3,1,1,0,29,0,0,0,0,1,45,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Jorge Luiz Frello Filho,Arsenal,44,MID,0,2,4,1,0,11,0,0,0,0,1,55,5.0,1350.0,1365.0,1370.0,1370.0,1330.0,1360.0,2023-24
Marc Cucurella Saseta,Chelsea,44,DEF,0,3,4,10,0,33,1,0,0,0,3,50,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Jordan Clark,Luton,44,MID,1,1,1,4,0,41,0,0,0,0,3,50,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Issa Diop,Fulham,43,DEF,0,0,5,2,1,26,0,0,0,0,3,45,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Saša Lukić,Fulham,43,MID,1,0,5,3,0,20,0,0,0,0,0,45,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Jason Steele,Brighton,42,GK,0,0,2,0,0,34,0,0,0,43,5,45,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Elliot Anderson,Newcastle,42,MID,0,2,5,3,0,14,0,0,0,0,3,45,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Jack Hinshelwood,Brighton,42,MID,3,0,2,1,0,17,0,0,0,0,5,45,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Teden Mengi,Luton,42,DEF,1,0,1,3,0,59,0,0,0,0,1,40,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Oliver Norwood,Sheffield Utd,42,MID,1,0,0,8,0,47,0,0,0,0,3,50,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Jay Rodriguez,Burnley,41,FWD,2,1,1,0,0,18,0,0,0,0,3,55,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Matt Doherty,Wolves,41,DEF,1,0,1,2,0,21,0,0,0,0,1,45,3.0,1100.0,1100.0,1085.0,1105.0,1115.0,1100.0,2023-24
Matt Turner,Nott'm Forest,41,GK,0,0,2,2,0,28,0,0,0,55,0,40,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Alex Scott,Bournemouth,41,MID,1,1,3,3,0,25,0,0,0,0,3,50,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Gabriel Osho,Luton,41,DEF,2,0,2,3,0,47,0,0,0,0,1,45,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Luca Koleosho,Burnley,40,MID,1,2,3,0,0,23,0,0,0,0,0,50,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Orel Mangala,Nott'm Forest,40,MID,1,0,3,6,0,31,0,0,0,0,0,50,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Tim Ream,Fulham,40,DEF,1,0,3,2,1,31,0,0,0,0,4,45,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Reece Burke,Luton,40,DEF,0,4,1,5,0,37,0,0,0,0,2,40,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Curtis Jones,Liverpool,40,MID,1,1,2,3,1,19,0,0,0,0,2,50,4.0,1240.0,1370.0,1210.0,1350.0,1270.0,1390.0,2023-24
Boubacar Kamara,Aston Villa,40,MID,0,1,7,7,1,22,0,0,0,0,1,50,4.0,1160.0,1285.0,1140.0,1220.0,1180.0,1350.0,2023-24
Solly March,Brighton,39,MID,3,1,2,1,0,11,0,0,0,0,6,65,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Jacob Brown,Luton,39,FWD,2,1,1,4,0,26,0,0,0,0,3,50,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Ben Mee,Brentford,39,DEF,2,1,1,1,1,28,0,0,0,0,3,50,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Pierre-Emile Højbjerg,Spurs,39,MID,0,0,1,4,0,28,1,0,0,0,0,55,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Neco Williams,Nott'm Forest,39,DEF,0,1,1,4,0,33,0,0,0,0,2,45,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Trevoh Chalobah,Chelsea,39,DEF,1,0,3,1,0,14,0,0,0,0,4,45,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Frank Onyeka,Brentford,39,MID,1,2,1,8,0,27,0,0,0,0,0,50,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Tommy Doyle,Wolves,38,MID,0,0,3,2,0,24,0,0,0,0,0,45,3.0,1100.0,1100.0,1085.0,1105.0,1115.0,1100.0,2023-24
Ben Osborn,Sheffield Utd,38,MID,0,2,0,3,0,40,1,0,0,0,0,50,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Lewis Hall,Newcastle,38,DEF,1,0,2,2,0,12,0,0,0,0,3,45,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Ben Godfrey,Everton,37,DEF,0,0,4,2,0,13,0,0,0,0,0,45,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Igor Julio dos Santos de Paulo,Brighton,37,DEF,0,0,2,4,0,26,0,0,0,0,1,45,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Danny Ings,West Ham,36,FWD,1,2,0,1,0,10,0,0,0,0,4,60,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Nayef Aguerd,West Ham,36,DEF,1,0,2,1,1,44,0,0,0,0,0,45,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Amari'i Bell,Luton,35,DEF,0,0,2,0,0,41,0,0,0,0,3,40,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Benoît Badiashile,Chelsea,35,DEF,0,1,3,3,0,31,1,0,0,0,4,45,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Pelly Ruddock Mpanzu,Luton,35,MID,0,0,1,1,0,29,0,0,0,0,0,50,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Armando Broja,Fulham,35,FWD,1,2,3,0,0,9,0,0,0,0,0,50,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Ben Davies,Spurs,34,DEF,1,2,1,2,0,21,0,0,0,0,0,45,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Issa Kaboré,Luton,34,DEF,0,3,0,7,0,39,1,0,0,0,3,40,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Nathan Patterson,Everton,34,DEF,0,2,2,4,0,21,0,0,0,0,3,45,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Caoimhin Kelleher,Liverpool,34,GK,0,0,2,0,0,11,0,0,0,28,3,40,4.0,1240.0,1370.0,1210.0,1350.0,1270.0,1390.0,2023-24
Jack Robinson,Sheffield Utd,33,DEF,1,1,1,10,0,83,2,0,0,0,1,45,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Emil Krafth,Newcastle,33,DEF,0,0,3,2,0,15,0,0,0,0,1,45,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Kevin Schade,Brentford,33,MID,2,2,1,0,0,5,0,0,0,0,2,55,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Cauley Woodrow,Luton,33,FWD,1,1,0,2,0,11,0,0,0,0,3,45,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Rodrigo Bentancur,Spurs,32,MID,1,1,1,7,0,25,0,0,0,0,0,55,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Matheus Luiz Nunes,Man City,32,MID,0,2,2,0,1,13,0,0,0,0,1,50,5.0,1355.0,1365.0,1350.0,1360.0,1360.0,1370.0,2023-24
Luke Shaw,Man Utd,31,DEF,0,1,4,6,0,13,0,0,0,0,0,55,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Tariq Lamptey,Brighton,31,DEF,0,3,1,3,0,20,0,0,0,0,0,40,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Anel Ahmedhodžić,Sheffield Utd,31,DEF,2,0,1,9,1,89,0,0,0,0,4,45,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Luke Berry,Luton,31,MID,2,1,0,1,0,8,0,0,0,0,0,50,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Adam Lallana,Brighton,30,MID,0,1,2,2,0,13,0,0,0,0,0,50,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Jordan Beyer,Burnley,30,DEF,0,1,2,6,0,23,0,0,0,0,4,40,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Oscar Bobb,Man City,30,MID,1,2,1,0,0,5,0,0,0,0,2,45,5.0,1355.0,1365.0,1350.0,1360.0,1360.0,1370.0,2023-24
Seamus Coleman,Everton,30,DEF,0,0,4,0,0,10,1,0,0,0,3,45,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Hugo Bueno López,Wolves,29,DEF,0,0,2,1,0,16,1,0,0,0,0,45,3.0,1100.0,1100.0,1085.0,1105.0,1115.0,1100.0,2023-24
Mathias Jorgensen,Brentford,29,DEF,1,0,2,4,0,24,0,0,0,0,3,45,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Christopher Nkunku,Chelsea,29,FWD,3,0,0,0,0,12,0,0,0,0,4,75,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Moussa Niakhaté,Nott'm Forest,29,DEF,1,0,1,3,1,36,0,0,0,0,1,45,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Jacob Ramsey,Aston Villa,29,MID,1,1,0,2,0,12,0,0,0,0,0,60,4.0,1160.0,1285.0,1140.0,1220.0,1180.0,1350.0,2023-24
Max Aarons,Bournemouth,28,DEF,0,1,2,1,0,35,0,0,0,0,0,45,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Auston Trusty,Sheffield Utd,28,DEF,0,0,1,4,0,81,0,0,0,0,0,40,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
James Milner,Brighton,28,MID,0,2,4,3,0,12,0,0,0,0,0,50,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Emerson Leite de Souza Junior,Spurs,27,DEF,1,0,0,4,0,31,0,0,0,0,4,45,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Kenny Tete,Fulham,27,DEF,1,0,2,2,0,21,0,0,0,0,0,45,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Serge Aurier,Nott'm Forest,27,DEF,0,2,1,2,0,15,0,0,0,0,3,45,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Adam Webster,Brighton,26,DEF,0,0,2,2,0,22,1,0,0,0,2,45,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Arnaut Danjuma Groeneveld,Everton,26,MID,1,0,2,0,0,10,0,0,0,0,0,55,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Andre Brooks,Sheffield Utd,26,MID,0,0,1,1,0,29,0,0,0,0,0,45,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Anthony Martial,Man Utd,25,FWD,1,1,1,0,0,6,0,0,0,0,2,65,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Boubacar Traoré,Wolves,25,MID,0,0,0,4,0,23,0,0,0,0,0,45,3.0,1100.0,1100.0,1085.0,1105.0,1115.0,1100.0,2023-24
William Osula,Sheffield Utd,25,FWD,0,1,0,4,0,23,0,0,0,0,0,45,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Emile Smith Rowe,Arsenal,25,MID,0,2,3,0,0,3,0,0,0,0,0,55,5.0,1350.0,1365.0,1370.0,1370.0,1330.0,1360.0,2023-24
Fábio Ferreira Vieira,Arsenal,24,MID,1,3,1,0,1,2,0,0,0,0,0,55,5.0,1350.0,1365.0,1370.0,1370.0,1330.0,1360.0,2023-24
Lukasz Fabianski,West Ham,24,GK,0,0,1,0,0,21,0,0,0,33,1,45,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Sasa Kalajdzic,Wolves,24,FWD,2,0,1,0,0,2,0,0,0,0,4,50,3.0,1100.0,1100.0,1085.0,1105.0,1115.0,1100.0,2023-24
Thomas Partey,Arsenal,24,MID,0,0,5,3,0,5,0,0,0,0,0,50,5.0,1350.0,1365.0,1370.0,1370.0,1330.0,1360.0,2023-24
Ben Chilwell,Chelsea,24,DEF,0,2,1,5,0,14,0,0,0,0,2,55,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Mason Mount,Man Utd,23,MID,1,0,1,2,0,13,0,0,0,0,0,70,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Tom Lockyer,Luton,23,DEF,1,1,0,4,0,23,1,0,0,0,1,45,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
David Brooks,Bournemouth,23,MID,1,1,0,1,0,7,0,0,0,0,2,50,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Amad Diallo,Man Utd,23,MID,1,1,1,1,0,6,0,0,0,0,3,45,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Stefan Ortega Moreno,Man City,22,GK,0,0,1,0,0,7,0,0,0,20,2,40,5.0,1355.0,1365.0,1350.0,1360.0,1360.0,1370.0,2023-24
Oliver Skipp,Spurs,22,MID,0,0,0,3,0,17,0,0,0,0,0,50,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Carlos Vinícius Alves Morais,Fulham,22,FWD,2,0,0,2,0,5,0,0,0,0,2,50,3.0,1055.0,1175.0,1050.0,1180.0,1060.0,1170.0,2023-24
Marvelous Nakamba,Luton,21,MID,0,0,0,5,0,24,0,0,0,0,0,45,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Jakub Moder,Brighton,21,MID,0,0,1,2,0,13,0,0,0,0,0,45,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
George Baldock,Sheffield Utd,21,DEF,0,2,0,4,0,21,0,0,0,0,2,40,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Cheick Doucouré,Crystal Palace,21,MID,0,0,3,2,0,12,0,0,0,0,0,50,3.0,1070.0,1100.0,1080.0,1120.0,1060.0,1085.0,2023-24
Joel Matip,Liverpool,21,DEF,0,0,2,2,0,9,1,0,0,0,0,50,4.0,1240.0,1370.0,1210.0,1350.0,1270.0,1390.0,2023-24
Leander Dendoncker,Aston Villa,20,MID,1,1,0,0,0,3,0,0,0,0,3,50,4.0,1160.0,1285.0,1140.0,1220.0,1180.0,1350.0,2023-24
Aaron Ramsdale,Arsenal,20,GK,0,0,2,0,0,5,0,0,0,9,0,50,5.0,1350.0,1365.0,1370.0,1370.0,1330.0,1360.0,2023-24
André Tavares Gomes,Everton,20,MID,1,0,3,4,0,7,0,0,0,0,0,45,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Julio Enciso,Brighton,20,MID,0,2,0,2,0,12,0,0,0,0,0,55,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Saïd Benrahma,West Ham,20,MID,0,1,2,1,0,8,0,1,0,0,0,60,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Ameen Al-Dakhil,Burnley,19,DEF,1,0,0,1,0,26,1,0,0,0,0,40,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Shandon Baptiste,Brentford,19,MID,1,1,0,1,0,5,0,0,0,0,0,45,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Pablo Fornals Malla,West Ham,19,MID,0,0,1,0,0,9,0,0,0,0,0,50,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Mark Travers,Bournemouth,19,GK,0,0,2,0,0,5,0,0,0,13,2,40,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Angelo Ogbonna,West Ham,19,DEF,0,0,2,1,0,14,0,0,0,0,0,45,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Lewis Dobbin,Everton,18,MID,1,0,1,1,0,3,0,0,0,0,0,45,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Michael Keane,Everton,18,DEF,1,0,1,2,0,13,0,0,0,0,2,45,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Joe Willock,Newcastle,18,MID,1,0,1,0,0,9,0,0,0,0,0,55,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Daniel Bentley,Wolves,18,GK,0,0,2,0,0,7,0,0,0,8,1,40,3.0,1100.0,1100.0,1085.0,1105.0,1115.0,1100.0,2023-24
Matt Ritchie,Newcastle,17,MID,1,0,0,1,0,5,0,0,0,0,0,45,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Ben Johnson,West Ham,17,DEF,0,0,1,1,0,16,0,0,0,0,0,45,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Robin Olsen,Aston Villa,17,GK,0,0,0,0,0,13,0,0,1,21,3,40,4.0,1160.0,1285.0,1140.0,1220.0,1180.0,1350.0,2023-24
Aaron Hickey,Brentford,17,DEF,0,0,2,5,0,12,0,0,0,0,0,45,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Chris Mepham,Bournemouth,16,DEF,0,1,1,2,0,16,0,0,0,0,0,45,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Naouirou Ahamada,Crystal Palace,16,MID,0,0,0,2,1,14,0,0,0,0,0,45,3.0,1070.0,1100.0,1080.0,1120.0,1060.0,1085.0,2023-24
Youssef Ramalho Chermiti,Everton,16,FWD,0,0,1,3,0,4,0,0,0,0,0,50,3.0,1095.0,1100.0,1125.0,1125.0,1065.0,1080.0,2023-24
Sandro Tonali,Newcastle,16,MID,1,0,1,2,0,5,0,0,0,0,0,55,3.0,1105.0,1280.0,1050.0,1210.0,1160.0,1355.0,2023-24
Matheus França de Oliveira,Crystal Palace,16,MID,0,2,0,1,0,7,0,0,0,0,0,50,3.0,1070.0,1100.0,1080.0,1120.0,1060.0,1085.0,2023-24
Reiss Nelson,Arsenal,16,MID,0,0,1,1,0,1,0,0,0,0,0,50,5.0,1350.0,1365.0,1370.0,1370.0,1330.0,1360.0,2023-24
Carney Chukwuemeka,Chelsea,16,MID,1,1,0,2,0,5,0,0,0,0,0,45,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Lisandro Martínez,Man Utd,15,DEF,0,1,1,3,0,12,1,0,0,0,0,50,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Mads Juel Andersen,Luton,15,DEF,1,0,0,1,0,6,0,0,0,0,1,40,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Hjalmar Ekdal,Burnley,15,DEF,0,0,1,2,0,8,0,0,0,0,3,40,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Mahmoud Dahoud,Brighton,14,MID,0,1,1,1,1,6,0,0,0,0,0,50,3.0,1100.0,1210.0,1070.0,1180.0,1135.0,1240.0,2023-24
Anis Slimane,Sheffield Utd,14,MID,0,0,1,2,0,14,1,0,0,0,0,50,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Manor Solomon,Spurs,14,MID,0,2,0,1,0,2,0,0,0,0,2,55,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Kieffer Moore,Bournemouth,14,FWD,1,0,0,0,0,2,0,0,0,0,2,50,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Joe Worrall,Nott'm Forest,13,DEF,0,0,1,0,1,9,0,0,0,0,3,45,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Lesley Ugochukwu,Chelsea,13,MID,0,0,1,2,0,6,0,0,0,0,0,45,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Maxwel Cornet,West Ham,13,MID,1,0,0,0,0,3,0,0,0,0,0,55,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Joe Rothwell,Bournemouth,13,MID,0,0,0,0,0,12,0,0,0,0,0,50,3.0,1100.0,1100.0,1055.0,1130.0,1145.0,1075.0,2023-24
Rico Henry,Brentford,13,DEF,0,1,1,1,0,5,0,0,0,0,0,45,3.0,1100.0,1100.0,1110.0,1055.0,1090.0,1150.0,2023-24
Max Lowe,Sheffield Utd,13,DEF,0,1,0,1,0,12,0,0,0,0,0,45,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Facundo Pellistri Rebollo,Man Utd,13,MID,0,1,0,0,0,2,0,0,0,0,0,45,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Jairo Riedewald,Crystal Palace,12,MID,0,0,1,0,0,3,0,0,0,0,0,45,3.0,1070.0,1100.0,1080.0,1120.0,1060.0,1085.0,2023-24
Scott McKenna,Nott'm Forest,12,DEF,0,0,1,0,0,6,0,0,0,0,1,45,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Cheikhou Kouyaté,Nott'm Forest,12,MID,0,0,0,2,0,6,0,0,0,0,0,50,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Bryan Gil Salvatierra,Spurs,12,MID,0,0,0,0,0,11,0,0,0,0,0,50,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Connor Roberts,Burnley,12,DEF,0,1,0,3,1,23,0,0,0,0,0,45,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Ryan Giles,Luton,11,DEF,0,0,0,0,0,14,0,0,0,0,0,45,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Reece James,Chelsea,11,DEF,0,2,0,0,2,13,0,0,0,0,0,55,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Nuno Varela Tavares,Nott'm Forest,11,DEF,0,0,1,2,0,9,0,0,0,0,0,40,3.0,1065.0,1100.0,1050.0,1125.0,1080.0,1080.0,2023-24
Alejo Véliz,Spurs,11,FWD,1,0,0,1,0,2,0,0,0,0,0,55,4.0,1170.0,1230.0,1110.0,1150.0,1230.0,1310.0,2023-24
Ian Maatsen,Chelsea,11,MID,0,0,0,1,0,5,0,0,0,0,0,55,3.0,1125.0,1190.0,1080.0,1150.0,1170.0,1230.0,2023-24
Nathan Redmond,Burnley,11,MID,0,0,0,1,0,5,0,0,0,0,0,50,2.0,1045.0,1050.0,1050.0,1050.0,1040.0,1050.0,2023-24
Bénie Traoré,Sheffield Utd,11,FWD,0,0,0,0,0,13,0,0,0,0,0,55,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Rhian Brewster,Sheffield Utd,11,FWD,0,0,0,0,1,8,0,0,0,0,0,50,2.0,1030.0,1040.0,1045.0,1020.0,1020.0,1060.0,2023-24
Fred Onyedinma,Luton,11,MID,0,0,0,1,0,14,0,0,0,0,0,50,2.0,1055.0,1090.0,1020.0,1060.0,1090.0,1120.0,2023-24
Hannibal Mejbri,Man Utd,11,MID,1,0,1,1,0,1,0,0,0,0,0,45,3.0,1125.0,1220.0,1130.0,1210.0,1120.0,1230.0,2023-24
Aaron Cresswell,West Ham,10,DEF,0,0,0,1,0,11,0,0,0,0,0,45,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Kalvin Phillips,West Ham,10,MID,0,0,0,1,1,13,0,0,0,0,0,50,3.0,1100.0,1145.0,1055.0,1140.0,1150.0,1150.0,2023-24
Tim Iroegbunam,Aston Villa,10,MID,0,0,0,0,0,7,0,0,0,0,0,45,4.0,1160.0,1285.0,1140.0,1220.0,1180.0,1350.0,2023-24
