Player,Country,Team,Assists,Season
Mustapha Bundu,Sierra Leone,Plymouth Argyle,1,2023-2024
Cameron Burgess,Australia,Ipswich Town,1,2023-2024
Mason Burstow,England,Sunderland AFC,1,2023-2024
George Byers,Scotland,Sheffield Wednesday,1,2023-2024
Ben Cabango,Wales,Swansea City,1,2023-2024
Bailey Cadamarteri,Jamaica,Sheffield Wednesday,1,2023-2024
Tyrese Campbell,England,Stoke City,1,2023-2024
Thomas Cannon,Ireland,Leicester City,1,2023-2024
Nathaniel Chalobah,England,West Bromwich Albion,1,2023-2024
Hamza Choudhury,England,Leicester City,1,2023-2024
Dennis Cirkin,England,Sunderland AFC,1,2023-2024
Harry Clarke,England,Ipswich Town,1,2023-2024
Jake Clarke-Salter,England,Queens Park Rangers,1,2023-2024
Josh Coburn,England,Middlesbrough FC,1,2023-2024
Jack Colback,England,Queens Park Rangers,1,2023-2024
Tommy Conway,Scotland,Bristol City,1,2023-2024
Harry Cornick,England,Bristol City,1,2023-2024
Lewie Coyle,England,Hull City,1,2023-2024
Bradley Dack,England,Sunderland AFC,1,2023-2024
Casper De Norre,Belgium,Millwall FC,1,2023-2024
Siriki Dembélé,Scotland,Birmingham City,1,2023-2024
Rob Dickie,England,Bristol City,1,2023-2024
Elijah Dixon-Bonner,England,Queens Park Rangers,1,2023-2024
Greg Docherty,Scotland,Hull City,1,2023-2024
Callum Doyle,England,Leicester City,1,2023-2024
Andre Dozzell,England,Queens Park Rangers,1,2023-2024
Jimmy Dunne,Ireland,Queens Park Rangers,1,2023-2024
Lyndon Dykes,Scotland,Queens Park Rangers,1,2023-2024
Tom Edwards,England,Huddersfield Town,1,2023-2024
Aidomo Emakhu,Ireland,Millwall FC,1,2023-2024
Ched Evans,Wales,Preston North End,1,2023-2024
Fábio Tavares,Portugal,Coventry City,1,2023-2024
Kellen Fisher,England,Norwich City,1,2023-2024
Ashley Fletcher,England,Sheffield Wednesday,1,2023-2024
Dael Fry,England,Middlesbrough FC,1,2023-2024
Jake Garrett,England,Blackburn Rovers,1,2023-2024
Ben Gibson,England,Norwich City,1,2023-2024
Luey Giles,Wales,Cardiff City,1,2023-2024
Ryan Giles,England,Hull City,1,2023-2024
Ilia Gruev,Bulgaria,Leeds United,1,2023-2024
Darko Gyabi,England,Plymouth Argyle,1,2023-2024
Gustavo Hamer,Netherlands,Coventry City,1,2023-2024
Marcus Harness,Ireland,Ipswich Town,1,2023-2024
Kian Harratt,England,Huddersfield Town,1,2023-2024
Rhys Healey,England,Watford FC,1,2023-2024
Jonathan Hogg,England,Huddersfield Town,1,2023-2024
Niall Huggins,Wales,Sunderland AFC,1,2023-2024
Jordan Hugill,England,Rotherham United,1,2023-2024
Trai Hume,Northern Ireland,Sunderland AFC,1,2023-2024
Cameron Humphreys,England,Rotherham United,1,2023-2024
Ui-jo Hwang,South Korea,Norwich City,1,2023-2024
Adam Idah,Ireland,Norwich City,1,2023-2024
Kelechi Iheanacho,Nigeria,Leicester City,1,2023-2024
Ben Jackson,England,Huddersfield Town,1,2023-2024
Mikey Johnston,Ireland,West Bromwich Albion,1,2023-2024
Lukas Jutkiewicz,England,Birmingham City,1,2023-2024
David Kasumu,Nigeria,Huddersfield Town,1,2023-2024
Georgie Kelly,Ireland,Rotherham United,1,2023-2024
Liam Kelly,Scotland,Coventry City,1,2023-2024
Josh Key,England,Swansea City,1,2023-2024
Andy King,Wales,Bristol City,1,2023-2024
Cédric Kipré,Ivory Coast,West Bromwich Albion,1,2023-2024
Liam Kitching,England,Coventry City,1,2023-2024
Rayan Kolli,Algeria,Queens Park Rangers,1,2023-2024
Ethan Laird,England,Birmingham City,1,2023-2024
Joel Latibeaudiere,Jamaica,Coventry City,1,2023-2024
Emmanuel Latte Lath,Ivory Coast,Middlesbrough FC,1,2023-2024
Ryan Leonard,England,Millwall FC,1,2023-2024
Jake Livermore,England,Watford FC,1,2023-2024
Emmanuel Longelo,England,Birmingham City,1,2023-2024
Million Manhoef,Netherlands,Stoke City,1,2023-2024
Sékou Mara,France,Southampton FC,1,2023-2024
Ross McCrorie,Scotland,Bristol City,1,2023-2024
Riley McGree,Australia,Middlesbrough FC,1,2023-2024
Sean McLoughlin,Ireland,Hull City,1,2023-2024
Luke McNally,Ireland,Stoke City,1,2023-2024
Anis Mehmeti,Albania,Bristol City,1,2023-2024
Yakou Meïté,Ivory Coast,Cardiff City,1,2023-2024
Mickel Miller,England,Plymouth Argyle,1,2023-2024
Jayson Molumby,Ireland,West Bromwich Albion,1,2023-2024
Kieffer Moore,Wales,Ipswich Town,1,2023-2024
Jeremy Ngakia,England,Watford FC,1,2023-2024
Lewis O'Brien,England,Middlesbrough FC,1,2023-2024
Callum O'Dowda,Ireland,Cardiff City,1,2023-2024
Kenneth Paal,Suriname,Queens Park Rangers,1,2023-2024
Liam Palmer,Scotland,Sheffield Wednesday,1,2023-2024
Callum Paterson,Scotland,Sheffield Wednesday,1,2023-2024
Ben Pearson,England,Stoke City,1,2023-2024
Matty Pearson,England,Huddersfield Town,1,2023-2024
Lee Peltier,England,Rotherham United,1,2023-2024
Harry Pickering,England,Blackburn Rovers,1,2023-2024
Pipa,Spain,West Bromwich Albion,1,2023-2024
Przemysław Płacheta,Poland,Swansea City,1,2023-2024
Pol Valentín,Spain,Sheffield Wednesday,1,2023-2024
Brad Potts,England,Preston North End,1,2023-2024
Ian Poveda,Colombia,Sheffield Wednesday,1,2023-2024
Dennis Praet,Belgium,Leicester City,1,2023-2024
Aaron Ramsey,Wales,Cardiff City,1,2023-2024
Oliver Rathbone,England,Rotherham United,1,2023-2024
Adam Reach,England,West Bromwich Albion,1,2023-2024
Connor Roberts,Wales,Leeds United,1,2023-2024
Tyler Roberts,Wales,Birmingham City,1,2023-2024
Ronald,Brazil,Swansea City,1,2023-2024
Nazariy Rusyn,Ukraine,Sunderland AFC,1,2023-2024
Jeremy Sarmiento,Ecuador,West Bromwich Albion,1,2023-2024
Jenson Seelt,Netherlands,Sunderland AFC,1,2023-2024
Jamie Shackleton,England,Leeds United,1,2023-2024
Francisco Sierralta,Chile,Watford FC,1,2023-2024
Ellis Simms,England,Coventry City,1,2023-2024
Regan Slater,England,Hull City,1,2023-2024
Matty Sorinola,England,Plymouth Argyle,1,2023-2024
Jacob Sørensen,Denmark,Norwich City,1,2023-2024
Brodie Spencer,Northern Ireland,Huddersfield Town,1,2023-2024
Jack Stephens,England,Southampton FC,1,2023-2024
Jordan Storey,England,Preston North End,1,2023-2024
Callum Styles,Hungary,Sunderland AFC,1,2023-2024
John Swift,England,West Bromwich Albion,1,2023-2024
Ollie Tanner,England,Cardiff City,1,2023-2024
Nathan Tella,England,Southampton FC,1,2023-2024
Victor Torp,Denmark,Coventry City,1,2023-2024
Adama Traoré,Mali,Hull City,1,2023-2024
Sondre Tronstad,Norway,Blackburn Rovers,1,2023-2024
Axel Tuanzebe,Congo DR,Ipswich Town,1,2023-2024
David Turnbull,Scotland,Cardiff City,1,2023-2024
Sydney van Hooijdonk,Netherlands,Norwich City,1,2023-2024
Ben Waine,New Zealand,Plymouth Argyle,1,2023-2024
Murray Wallace,Scotland,Millwall FC,1,2023-2024
James Ward-Prowse,England,Southampton FC,1,2023-2024
Duncan Watmore,England,Millwall FC,1,2023-2024
Luke Woolfenden,England,Ipswich Town,1,2023-2024
Callum Wright,England,Plymouth Argyle,1,2023-2024
Jerry Yates,England,Swansea City,1,2023-2024
Okay Yokuşlu,Turkey,West Bromwich Albion,1,2023-2024
